time,temperature_2m_mean (°C),cloud_cover_mean (%),rain_sum (mm),wind_gusts_10m_max (km/h)
5/12/2015,20.2,14,0,39.6
6/12/2015,21.4,18,0,38.5
7/12/2015,21.3,71,0.3,42.5
8/12/2015,22.7,94,0,37.8
9/12/2015,25.6,66,1.7,43.6
10/12/2015,22.5,59,0,38.5
11/12/2015,25.5,70,0,60.1
12/12/2015,19,83,0.7,50.8
13/12/2015,20.7,92,0.7,46.8
14/12/2015,22.9,42,0,42.8
15/12/2015,22.7,95,0,43.6
16/12/2015,21.2,78,12,35.6
17/12/2015,21.6,33,1.6,39.6
18/12/2015,23.1,8,0,38.5
19/12/2015,24.2,10,0,46.8
20/12/2015,25.9,2,0,38.5
21/12/2015,23.3,88,9.7,54
22/12/2015,19.3,100,37.7,33.1
23/12/2015,20.2,66,1.3,40.3
24/12/2015,20.4,42,0.6,38.9
25/12/2015,20.8,47,1.4,37.1
26/12/2015,22.2,50,3.9,50.4
27/12/2015,19,71,1.2,53.3
28/12/2015,18.5,60,1.5,40.3
29/12/2015,19.3,30,0,32.8
30/12/2015,19.2,30,0,33.1
31/12/2015,20.6,40,0,39.2
1/01/2016,20.7,64,0,34.9
2/01/2016,20.7,99,0,35.3
3/01/2016,21.2,100,1.3,40.7
4/01/2016,19.7,99,15.6,34.2
5/01/2016,19.1,100,52.3,40.7
6/01/2016,18.7,96,41.2,44.6
7/01/2016,19.1,51,0.7,56.5
8/01/2016,20.2,38,0,39.6
9/01/2016,20.9,39,0,32
10/01/2016,22,10,0,39.2
11/01/2016,24.6,12,1.3,28.1
12/01/2016,24.6,61,0.6,53.6
13/01/2016,23.2,9,0,33.5
14/01/2016,25.8,52,6.5,56.5
15/01/2016,17.8,81,18,60.8
16/01/2016,19.6,59,0.7,42.1
17/01/2016,20.5,58,0,28.1
18/01/2016,21.2,29,0,30.6
19/01/2016,23.8,25,0,32.4
20/01/2016,26.8,56,0,30.2
21/01/2016,25.8,80,14.8,36
22/01/2016,24.6,95,13,34.6
23/01/2016,22.9,57,4.9,45
24/01/2016,22,83,0.2,28.1
25/01/2016,22.2,73,1.8,37.1
26/01/2016,22.7,58,4.7,36.7
27/01/2016,22.2,95,2.3,33.1
28/01/2016,23.3,84,0.1,24.5
29/01/2016,23.9,57,8,41
30/01/2016,23.5,55,10.6,43.9
31/01/2016,24,50,0,43.2
1/02/2016,22.1,55,2.5,34.9
2/02/2016,21.4,17,0,35.3
3/02/2016,22.6,50,0,38.2
4/02/2016,21.2,67,1.3,61.2
5/02/2016,21.4,49,0.4,58.7
6/02/2016,22,55,1.4,43.9
7/02/2016,21.9,49,0.4,30.6
8/02/2016,22.1,10,0,31
9/02/2016,22.2,27,1.2,40.7
10/02/2016,22.1,6,0,37.1
11/02/2016,23.2,64,0,35.3
12/02/2016,23.2,37,1,36
13/02/2016,23.7,9,0,35.6
14/02/2016,24.8,24,0.9,43.2
15/02/2016,24.4,79,0.4,31.3
16/02/2016,22.4,33,0.5,54
17/02/2016,20,65,0.7,30.6
18/02/2016,21.8,28,0,37.4
19/02/2016,24.1,9,0,36.4
20/02/2016,23.6,60,1.1,47.9
21/02/2016,23.6,50,1.1,37.8
22/02/2016,23.8,58,0,36.7
23/02/2016,24.3,2,0,35.6
24/02/2016,24.9,1,0,40.7
25/02/2016,26.8,0,0,29.9
26/02/2016,24.8,60,0,50
27/02/2016,23.5,53,1.9,42.8
28/02/2016,23.5,31,0,37.8
29/02/2016,22.9,51,0.7,34.6
1/03/2016,23.3,35,0.7,36
2/03/2016,23.9,67,0,39.6
3/03/2016,24.3,39,0,43.2
4/03/2016,23.7,29,0,41.8
5/03/2016,23.4,2,0,37.8
6/03/2016,23.7,23,0,45.7
7/03/2016,24.1,6,0,39.6
8/03/2016,24.2,23,0,41
9/03/2016,25.1,33,0,35.3
10/03/2016,24.6,58,0,34.2
11/03/2016,24.6,77,0.4,40.3
12/03/2016,24.7,47,0,36.7
13/03/2016,24.6,89,0,36
14/03/2016,23.8,73,4.2,37.4
15/03/2016,22.7,88,2.7,45
16/03/2016,21.6,67,3.8,41
17/03/2016,21.9,46,1.1,31.3
18/03/2016,22.6,59,3.9,64.8
19/03/2016,19.3,22,0,40
20/03/2016,18.3,78,3.5,42.5
21/03/2016,18,72,4.8,42.8
22/03/2016,18.5,42,0.3,44.3
23/03/2016,20.2,35,0,29.5
24/03/2016,21.5,18,0,36.4
25/03/2016,22.3,64,0,23.4
26/03/2016,21.5,25,0,35.3
27/03/2016,21.2,56,2.2,32.4
28/03/2016,21.1,85,1.5,27.4
29/03/2016,21,92,2.5,32.4
30/03/2016,21.4,41,2.6,36
31/03/2016,20.2,12,0,32.8
1/04/2016,20.9,34,0,31.3
2/04/2016,22.7,38,0,23
3/04/2016,20.8,49,3.2,34.9
4/04/2016,20.9,70,4.5,32
5/04/2016,22.6,10,0,40.7
6/04/2016,24.8,19,0,37.1
7/04/2016,20.3,81,0,42.5
8/04/2016,19.8,89,0.6,23.8
9/04/2016,19.9,56,0,28.8
10/04/2016,20.4,44,0,18.4
11/04/2016,19.9,5,0,34.9
12/04/2016,19.4,59,1.5,32.8
13/04/2016,19.4,34,0.5,27.4
14/04/2016,19.6,54,0.8,29.9
15/04/2016,20.6,71,0,34.9
16/04/2016,21,98,0,18.4
17/04/2016,18.9,82,11.3,37.8
18/04/2016,18.6,77,0.9,28.4
19/04/2016,19.6,84,1.1,22
20/04/2016,19.8,56,0,22.3
21/04/2016,20.5,46,0,24.8
22/04/2016,19.2,43,2.9,38.2
23/04/2016,17.6,66,3.4,58.3
24/04/2016,18.4,44,1.5,41.8
25/04/2016,18.4,37,0,19.8
26/04/2016,19.2,32,0,26.6
27/04/2016,19.5,22,0,32
28/04/2016,19.6,73,0,23.8
29/04/2016,20.6,67,0,27.7
30/04/2016,20.7,73,0.9,29.9
1/05/2016,21.3,42,0.9,51.5
2/05/2016,18.7,28,0,32.8
3/05/2016,17.8,1,0,37.8
4/05/2016,18.7,10,0,25.9
5/05/2016,17.8,0,0,23.8
6/05/2016,17.9,25,0,18.4
7/05/2016,17.9,58,0,24.8
8/05/2016,19.2,100,1.2,18
9/05/2016,20,91,5.4,52.9
10/05/2016,19,16,0,60.8
11/05/2016,15.5,22,0,33.5
12/05/2016,16.6,16,0,43.6
13/05/2016,17.4,4,0,19.1
14/05/2016,17,0,0,19.4
15/05/2016,17.4,36,0,29.2
16/05/2016,17.4,6,0,25.2
17/05/2016,19,26,0,30.2
18/05/2016,16.3,84,0,25.9
19/05/2016,16.6,0,0,32.8
20/05/2016,16.7,6,0,25.2
21/05/2016,17.2,98,0,18
22/05/2016,18.2,65,0,21.2
23/05/2016,18.3,5,0,47.2
24/05/2016,15.4,4,0,35.6
25/05/2016,14.8,43,0,28.1
26/05/2016,15.1,60,3.9,45.4
27/05/2016,14,6,0,51.8
28/05/2016,12.9,42,0.2,46.8
29/05/2016,13.5,0,0,30.2
30/05/2016,13,1,0,22.7
31/05/2016,14.2,72,5.3,24.1
1/06/2016,14.4,87,3.9,23.4
2/06/2016,14.4,59,2,23.8
3/06/2016,15.5,98,0.5,19.1
4/06/2016,17.1,100,38.8,70.6
5/06/2016,17.9,100,85.6,92.5
6/06/2016,14.6,74,6.9,46.8
7/06/2016,14.2,28,0.1,38.2
8/06/2016,15.1,15,0,31.3
9/06/2016,17.1,35,4.3,46.8
10/06/2016,15.8,18,0,34.6
11/06/2016,13.8,27,0,37.1
12/06/2016,12.7,6,0,27
13/06/2016,14,48,0,16.2
14/06/2016,13.9,21,0,17.6
15/06/2016,14.2,27,0,18.4
16/06/2016,13.8,24,0,24.5
17/06/2016,15.6,83,0.2,33.1
18/06/2016,16,98,8.9,19.4
19/06/2016,16.8,100,28,41
20/06/2016,16,68,1.1,49
21/06/2016,14.9,71,0,45.4
22/06/2016,14.4,30,0.1,49
23/06/2016,13.3,32,0,41.4
24/06/2016,12.6,15,0,58.7
25/06/2016,9.8,1,0,48.6
26/06/2016,10.3,87,0,19.1
27/06/2016,10.1,93,5.1,34.9
28/06/2016,11.7,13,0,37.4
29/06/2016,11.1,0,0,18.4
30/06/2016,11.2,19,0,36
1/07/2016,11.6,10,0.3,54
2/07/2016,12.2,3,0,29.5
3/07/2016,10.7,1,0,16.2
4/07/2016,10,61,0,20.9
5/07/2016,11.9,60,8.1,35.6
6/07/2016,12.8,52,0.9,64.4
7/07/2016,14.4,76,2.1,54
8/07/2016,13.7,91,19.6,27
9/07/2016,14.2,41,0,28.1
10/07/2016,14.1,56,0.1,21.6
11/07/2016,16,60,0.1,51.8
12/07/2016,15.5,66,0,52.6
13/07/2016,10.9,46,0,66.6
14/07/2016,10.2,41,0,22.3
15/07/2016,10.8,18,0,19.1
16/07/2016,12.9,77,0,17.3
17/07/2016,15.2,76,0,16.9
18/07/2016,15.2,38,0,22.7
19/07/2016,17.6,36,0,18.4
20/07/2016,16.5,97,31.1,24.1
21/07/2016,16.2,71,0,25.9
22/07/2016,18.2,24,0,52.9
23/07/2016,15,7,0,65.9
24/07/2016,10.5,33,0,25.9
25/07/2016,12,1,0,51.1
26/07/2016,12.9,17,0,26.6
27/07/2016,13.1,5,0,53.6
28/07/2016,12.3,1,0,22.3
29/07/2016,11.1,11,0,18
30/07/2016,12.5,4,0,17.3
31/07/2016,13.5,49,0,19.8
1/08/2016,14.1,73,0.3,25.9
2/08/2016,12.7,93,11.7,43.6
3/08/2016,13.3,94,6.7,58
4/08/2016,13.6,64,3.1,49
5/08/2016,13.2,74,0.8,39.6
6/08/2016,13,72,0.1,24.8
7/08/2016,12.5,68,0.2,18.7
8/08/2016,12.2,10,0,18.7
9/08/2016,14,47,0,24.8
10/08/2016,17.1,34,0.1,45
11/08/2016,14.2,20,0,41
12/08/2016,11.7,47,0,25.2
13/08/2016,13.4,4,0,28.8
14/08/2016,13.8,16,0,25.9
15/08/2016,14,2,0,23.4
16/08/2016,15.1,1,0,21.2
17/08/2016,15.3,15,0,25.9
18/08/2016,15.2,1,0,24.5
19/08/2016,16.5,20,0,53.3
20/08/2016,13.6,29,0.4,49.7
21/08/2016,12.9,7,0,20.5
22/08/2016,11.8,99,3,12.6
23/08/2016,12.8,82,0,40.3
24/08/2016,13,100,31.4,48.6
25/08/2016,12.1,52,6.8,45.4
26/08/2016,11.5,38,0,34.9
27/08/2016,12.8,6,0,21.2
28/08/2016,12.2,1,0,23
29/08/2016,12.8,63,0,18
30/08/2016,15.6,97,0,28.4
31/08/2016,17,69,5.5,44.6
1/09/2016,15.9,44,1.5,29.5
2/09/2016,15.6,100,22,17.3
3/09/2016,16.1,42,1.8,76.3
4/09/2016,14.1,19,0,32.8
5/09/2016,14,3,0,21.6
6/09/2016,14.9,30,0,24.8
7/09/2016,16.4,36,0,27.7
8/09/2016,17.4,27,0,34.6
9/09/2016,18,62,0,42.5
10/09/2016,17.4,43,4.1,61.9
11/09/2016,15.3,8,0,27
12/09/2016,15.4,27,0,33.1
13/09/2016,16.7,94,1.2,23.4
14/09/2016,18.5,80,6.1,40.3
15/09/2016,16.1,60,0,59
16/09/2016,16.1,43,0.2,38.9
17/09/2016,15.5,46,0,34.6
18/09/2016,15.4,89,11.1,35.3
19/09/2016,15.8,6,0,46.1
20/09/2016,14.4,66,0,29.2
21/09/2016,15.7,80,7.2,34.2
22/09/2016,16,59,0.1,47.9
23/09/2016,16.9,46,0,55.8
24/09/2016,16.9,34,0,28.4
25/09/2016,16.3,71,3.9,40.3
26/09/2016,15.1,16,0,23.8
27/09/2016,15.2,13,0.5,54.4
28/09/2016,14.8,7,0,32
29/09/2016,16,59,4.9,46.1
30/09/2016,14,35,1,60.5
1/10/2016,16,20,0,60.8
2/10/2016,17.9,13,0,31.3
3/10/2016,18.9,36,1.2,56.2
4/10/2016,16.5,8,0,60.5
5/10/2016,15.8,4,0,52.2
6/10/2016,18.9,30,0,37.1
7/10/2016,20.6,80,0,45.4
8/10/2016,17.8,89,0.2,50.4
9/10/2016,17.5,86,0,40.3
10/10/2016,22.1,39,0,54.7
11/10/2016,15.3,30,0.5,52.2
12/10/2016,15.4,36,0,25.2
13/10/2016,14.4,56,0,54.4
14/10/2016,15.6,11,0,35.6
15/10/2016,18,0,0,33.1
16/10/2016,21.2,30,0,48.6
17/10/2016,18.5,68,2.8,54
18/10/2016,18.5,11,0,55.4
19/10/2016,17.5,38,0,41.4
20/10/2016,17.1,59,0.5,46.8
21/10/2016,20.4,58,2.8,38.5
22/10/2016,16.7,65,7.2,40.3
23/10/2016,14.1,29,0,51.5
24/10/2016,15.1,11,0,40.7
25/10/2016,17.4,19,0,23.8
26/10/2016,20.3,61,0,31.3
27/10/2016,18.2,63,1,48.6
28/10/2016,17.1,100,1.5,25.6
29/10/2016,19.6,71,1.9,45
30/10/2016,21.6,81,5,58
31/10/2016,18.1,4,0,33.5
1/11/2016,16.8,36,0,37.4
2/11/2016,17.7,0,0,34.2
3/11/2016,19.1,4,0,38.2
4/11/2016,21.5,3,0,29.5
5/11/2016,20.9,10,0,56.5
6/11/2016,18.3,32,0,39.6
7/11/2016,22.4,26,0,41.4
8/11/2016,21.4,92,0,38.9
9/11/2016,18.9,94,6.6,36.4
10/11/2016,19.2,42,0.6,33.8
11/11/2016,19.4,56,0,41.8
12/11/2016,23.8,40,11.5,49.3
13/11/2016,21.8,2,0,60.1
14/11/2016,17.7,49,2.2,48.2
15/11/2016,17.3,52,0,38.2
16/11/2016,18.2,36,0,38.5
17/11/2016,19.4,31,0,39.6
18/11/2016,23.4,17,0,33.5
19/11/2016,20.4,61,0,37.1
20/11/2016,20.7,64,0,38.9
21/11/2016,23.7,38,0.5,36.7
22/11/2016,24.6,27,0,39.6
23/11/2016,21.5,51,0.9,54
24/11/2016,18.2,7,0,43.2
25/11/2016,19,21,0,49.3
26/11/2016,20.4,22,0,43.9
27/11/2016,20.1,87,2.5,43.2
28/11/2016,22.7,56,0,38.9
29/11/2016,20.5,62,0.2,46.8
30/11/2016,21.1,48,0,38.9
1/12/2016,23.4,36,0,38.5
2/12/2016,25.3,45,0,46.8
3/12/2016,21.4,42,0,40.3
4/12/2016,22.5,50,0,41
5/12/2016,24.9,89,0.8,33.8
6/12/2016,21.8,99,8.8,35.6
7/12/2016,20.9,63,3,41
8/12/2016,24.1,34,0.1,45
9/12/2016,20.5,16,0,56.2
10/12/2016,19.6,43,0.9,45.7
11/12/2016,21.6,28,0.1,41
12/12/2016,23.1,23,0.2,41.8
13/12/2016,27.3,49,0,47.9
14/12/2016,28.1,98,2.1,58.3
15/12/2016,18.7,100,7.7,36
16/12/2016,19.9,95,23.4,38.9
17/12/2016,24.4,33,0,57.2
18/12/2016,18.4,93,1.8,58.7
19/12/2016,19.4,56,0.7,42.8
20/12/2016,23.3,13,0,41.8
21/12/2016,21.1,34,0.1,53.6
22/12/2016,20.6,97,0.3,31.7
23/12/2016,21.5,56,0,43.9
24/12/2016,22.6,83,0.1,32
25/12/2016,23,46,0.6,45.7
26/12/2016,24.3,32,0,43.9
27/12/2016,23.9,68,0,33.5
28/12/2016,24.6,60,0,47.2
29/12/2016,27.4,77,0,33.8
30/12/2016,27.7,95,0.1,46.1
31/12/2016,25.4,59,0.1,47.2
1/01/2017,23.3,85,1,32.8
2/01/2017,21.8,86,2.2,59
3/01/2017,20.8,67,3.9,61.6
4/01/2017,21.5,88,2.2,39.6
5/01/2017,21.8,88,1.7,34.2
6/01/2017,22.2,40,0.4,41.4
7/01/2017,22.3,29,1.2,48.2
8/01/2017,23.4,78,0,55.4
9/01/2017,24.4,49,0,38.5
10/01/2017,26.1,54,0.1,33.5
11/01/2017,28.2,61,0,76
12/01/2017,23.9,68,0.8,42.1
13/01/2017,26.3,58,0,59
14/01/2017,27.1,70,0.4,46.4
15/01/2017,23.1,61,2.2,43.6
16/01/2017,23.7,18,0,56.9
17/01/2017,27.9,18,0,43.2
18/01/2017,27.2,35,0,68.8
19/01/2017,21.5,92,0.9,41
20/01/2017,24.4,62,19.3,62.6
21/01/2017,21.5,44,0.2,58.3
22/01/2017,22.3,54,0,50.4
23/01/2017,24.5,7,0,58
24/01/2017,28.6,50,1.4,69.1
25/01/2017,21.6,89,6.8,37.8
26/01/2017,21.9,88,0,37.8
27/01/2017,22.6,74,0.1,37.4
28/01/2017,24.7,11,0,45
29/01/2017,24.1,41,0,44.3
30/01/2017,28,30,0,45
31/01/2017,27,70,0,66.2
1/02/2017,23.4,92,1.3,37.1
2/02/2017,23,67,3.4,56.5
3/02/2017,23.8,92,0.5,36
4/02/2017,26.6,78,0.5,36
5/02/2017,30.8,62,0.1,41.4
6/02/2017,27.7,24,0.5,55.4
7/02/2017,23.4,96,14.3,64.1
8/02/2017,24.3,46,3.7,51.5
9/02/2017,25.1,23,0,52.9
10/02/2017,28.9,22,0,43.2
11/02/2017,28.7,41,0,60.5
12/02/2017,25,65,0.6,70.9
13/02/2017,21.8,50,0.3,42.8
14/02/2017,21.1,74,13.2,53.6
15/02/2017,21.7,29,1,43.9
16/02/2017,24.9,11,0,46.4
17/02/2017,27.2,26,4.9,56.9
18/02/2017,23,62,29.6,48.2
19/02/2017,20.3,71,6.7,43.2
20/02/2017,20.4,4,0,45
21/02/2017,20.8,29,0.2,45
22/02/2017,23.2,11,0,56.2
23/02/2017,23.8,4,0,47.5
24/02/2017,22.9,60,0.7,37.8
25/02/2017,21,94,9.7,55.4
26/02/2017,20.9,63,16.9,51.1
27/02/2017,22.2,50,4.6,47.9
28/02/2017,22.3,65,6.7,40
1/03/2017,22.1,82,10.6,33.8
2/03/2017,22.1,63,5.5,29.5
3/03/2017,21.9,83,15.1,44.6
4/03/2017,21.9,87,8,65.9
5/03/2017,21,75,6.8,54.7
6/03/2017,21,36,0.4,77
7/03/2017,19.6,79,4.1,64.1
8/03/2017,19.6,92,3.7,45.7
9/03/2017,20.3,55,1.1,45.7
10/03/2017,20.2,67,0,53.3
11/03/2017,19.3,33,0,34.9
12/03/2017,21.2,11,0,49.7
13/03/2017,22,93,20.4,45
14/03/2017,21.3,97,50.8,43.9
15/03/2017,22.2,84,10.4,55.1
16/03/2017,22.7,92,21.6,68
17/03/2017,21.3,86,9.7,87.1
18/03/2017,22.3,97,19.9,61.6
19/03/2017,23.6,62,9.3,54.7
20/03/2017,23.9,78,0.5,42.1
21/03/2017,23.9,88,2,36.7
22/03/2017,24.3,78,7,42.1
23/03/2017,21,98,6.1,48.2
24/03/2017,20.8,76,3.5,42.8
25/03/2017,20.9,92,0,36.4
26/03/2017,21.6,40,0.1,32.8
27/03/2017,21.9,14,0,45
28/03/2017,21.8,69,0,51.8
29/03/2017,24.8,56,0,38.5
30/03/2017,21.4,97,25.3,79.2
31/03/2017,18.3,48,0.5,63
1/04/2017,19.1,24,0.2,36.7
2/04/2017,18.7,56,3.1,54.4
3/04/2017,17.4,71,26.3,47.2
4/04/2017,18.2,51,21.3,43.9
5/04/2017,18.4,42,0.2,36
6/04/2017,17.4,47,0.5,22.3
7/04/2017,18.2,43,0,30.6
8/04/2017,18.3,48,0.1,37.1
9/04/2017,19.1,36,3.2,59
10/04/2017,13.7,37,1.1,60.8
11/04/2017,18.1,74,2.6,55.1
12/04/2017,17.8,57,5,49.3
13/04/2017,17.1,50,1.2,42.1
14/04/2017,17.1,8,0,30.2
15/04/2017,16.7,21,0.8,34.6
16/04/2017,18.2,24,0,29.9
17/04/2017,18,47,0.7,26.6
18/04/2017,18.3,48,0.4,28.8
19/04/2017,19.3,52,5.2,33.5
20/04/2017,18,44,1.1,34.2
21/04/2017,18,78,0.5,27.7
22/04/2017,18.7,68,0,29.5
23/04/2017,18.1,43,0.9,24.1
24/04/2017,18.4,18,0.7,28.1
25/04/2017,19.9,80,1.5,52.2
26/04/2017,17.5,38,0.1,55.8
27/04/2017,14.9,69,0.4,46.8
28/04/2017,14.7,13,0,44.3
29/04/2017,14.2,7,0,36.4
30/04/2017,16,32,0,31
1/05/2017,16.9,65,0,31.7
2/05/2017,17.4,62,0,40.3
3/05/2017,16.1,62,2.6,47.5
4/05/2017,16.2,57,0.1,24.8
5/05/2017,15.7,36,0.2,31.7
6/05/2017,16.5,45,0,29.9
7/05/2017,15.6,8,0,53.3
8/05/2017,12.9,34,0.2,38.5
9/05/2017,14.5,21,0.2,40.7
10/05/2017,13.8,7,0,28.1
11/05/2017,14,30,0,39.2
12/05/2017,15.4,94,0.7,27.4
13/05/2017,15.7,69,0.9,28.8
14/05/2017,15.3,82,4.4,29.9
15/05/2017,15.4,48,0.5,49.3
16/05/2017,14.1,11,0,37.4
17/05/2017,13.6,53,0,25.9
18/05/2017,15.9,60,1.4,29.2
19/05/2017,17.4,81,10.5,40.7
20/05/2017,17.4,59,7.2,39.2
21/05/2017,15.4,24,0,27.7
22/05/2017,15.9,39,0.6,20.5
23/05/2017,16.4,38,0,26.6
24/05/2017,15.5,34,1.1,38.5
25/05/2017,13.7,1,0,28.1
26/05/2017,13.8,24,0,30.6
27/05/2017,14.5,10,0.1,23.4
28/05/2017,15.2,4,0,39.2
29/05/2017,12.4,2,0,51.1
30/05/2017,10.8,24,0,37.8
31/05/2017,12.2,55,0,52.2
1/06/2017,12,16,0,43.9
2/06/2017,12.7,28,0,48.6
3/06/2017,13.7,66,1,47.5
4/06/2017,13.1,42,0.7,27.7
5/06/2017,12.1,27,0,27
6/06/2017,11,38,4.4,54
7/06/2017,12.9,91,23.9,68
8/06/2017,14.9,70,7.3,46.8
9/06/2017,14.6,69,7.2,43.9
10/06/2017,15.3,98,15.1,36
11/06/2017,14.1,58,1.9,26.6
12/06/2017,13.7,49,0,28.8
13/06/2017,14.5,36,0.1,46.1
14/06/2017,14.6,62,0.7,23.4
15/06/2017,13.7,61,0.4,23.8
16/06/2017,15,99,0.2,23.4
17/06/2017,14.9,86,3.2,28.4
18/06/2017,14.3,52,1.3,61.2
19/06/2017,15.4,50,0.6,42.8
20/06/2017,14.5,45,2.7,23
21/06/2017,12.4,28,0.6,44.6
22/06/2017,12.7,55,0,23.8
23/06/2017,11.1,55,0,24.8
24/06/2017,11.7,26,0,36.7
25/06/2017,10.7,2,0,31
26/06/2017,10.8,11,0,33.5
27/06/2017,10.7,56,0,27.7
28/06/2017,10.9,84,1.3,22
29/06/2017,10.7,34,0,36.4
30/06/2017,10.8,1,0,41.4
1/07/2017,9.3,8,0,37.4
2/07/2017,8.5,8,0,25.6
3/07/2017,9.6,42,0.7,40.7
4/07/2017,14.2,27,0,39.2
5/07/2017,13.5,17,0,40.3
6/07/2017,11,6,0,33.1
7/07/2017,10.1,3,0,27.7
8/07/2017,9.5,6,0,26.6
9/07/2017,9.8,2,0,30.2
10/07/2017,9.6,39,0,32.8
11/07/2017,11,14,0.3,41
12/07/2017,11,67,7,41.4
13/07/2017,10.9,60,0.9,32.8
14/07/2017,12.7,70,0.1,29.9
15/07/2017,11.6,41,1.8,24.8
16/07/2017,10.1,30,0,26.3
17/07/2017,11.3,50,0,24.8
18/07/2017,13.5,1,0,50.8
19/07/2017,11.6,34,0.1,58.7
20/07/2017,11.2,3,0,60.5
21/07/2017,10.5,13,0,43.6
22/07/2017,9.5,0,0,27.4
23/07/2017,11.8,0,0,40
24/07/2017,12.8,0,0,43.2
25/07/2017,12.1,0,0,33.8
26/07/2017,15.3,0,0,58.7
27/07/2017,12.2,42,0,37.1
28/07/2017,12.4,34,2,60.5
29/07/2017,11.7,10,0,27.7
30/07/2017,17.1,52,0.1,49
31/07/2017,13.2,86,14.2,42.8
1/08/2017,11.7,3,0,50
2/08/2017,11.3,31,0,43.6
3/08/2017,12.9,67,9.9,37.8
4/08/2017,12.1,34,0,55.1
5/08/2017,13.3,42,0,45.7
6/08/2017,14.6,28,0,52.2
7/08/2017,13.3,18,0,62.3
8/08/2017,12,4,0,50
9/08/2017,12.2,11,0,43.6
10/08/2017,13.8,76,0,35.3
11/08/2017,17.2,75,0,37.8
12/08/2017,13.1,57,0,41.4
13/08/2017,13.1,6,0,43.9
14/08/2017,12.7,2,0,27
15/08/2017,15.2,64,1,43.9
16/08/2017,18.2,24,0,63
17/08/2017,14.9,0,0,50.8
18/08/2017,13.3,8,0,94
19/08/2017,11.3,25,0,63.7
20/08/2017,10.7,44,0.2,48.2
21/08/2017,11,84,2.1,26.3
22/08/2017,11.3,14,0,32.8
23/08/2017,12.9,18,0.7,31
24/08/2017,12.5,26,0.5,64.8
25/08/2017,12.4,28,0.5,56.5
26/08/2017,11.5,5,0,33.1
27/08/2017,10.5,42,1.3,61.6
28/08/2017,10.7,54,0,64.4
29/08/2017,11,49,0.3,32
30/08/2017,12.3,38,0,46.4
31/08/2017,11.9,38,0,63.4
1/09/2017,11.5,28,0,40.3
2/09/2017,12.2,14,0,32.4
3/09/2017,17,10,0,47.2
4/09/2017,15.2,0,0,56.9
5/09/2017,13.5,14,0,56.2
6/09/2017,13,13,0,51.8
7/09/2017,14,10,0,59.4
8/09/2017,13.3,11,0,61.6
9/09/2017,12.6,15,0,48.6
10/09/2017,11.8,7,0,38.9
11/09/2017,13.5,27,0,32.8
12/09/2017,18.1,52,0,28.4
13/09/2017,23.6,18,0,56.2
14/09/2017,13.3,38,5.3,69.8
15/09/2017,14.9,6,0,59.4
16/09/2017,14.6,71,0.2,60.5
17/09/2017,11.6,1,0,37.1
18/09/2017,15.3,4,0,43.6
19/09/2017,17.1,13,0,60.8
20/09/2017,13.1,52,0.1,36
21/09/2017,15.4,3,0,41
22/09/2017,18.8,17,0,40.7
23/09/2017,23.3,29,0,49
24/09/2017,25.5,21,0,59
25/09/2017,19.4,11,0,60.1
26/09/2017,14.9,12,0,45.4
27/09/2017,18,63,0,57.2
28/09/2017,20.2,78,0,53.3
29/09/2017,18,20,0,41
30/09/2017,18.4,83,0,53.6
1/10/2017,15,3,0,43.2
2/10/2017,18.2,60,0.5,47.5
3/10/2017,18.4,66,0.7,47.5
4/10/2017,17.6,68,0,40
5/10/2017,19.6,62,0,43.2
6/10/2017,17.6,47,0.1,49.3
7/10/2017,16.2,56,0,46.1
8/10/2017,16.9,95,1,35.3
9/10/2017,21.7,42,0.2,61.9
10/10/2017,18.5,89,0.6,47.2
11/10/2017,20.7,83,1.5,47.2
12/10/2017,21,31,0.9,51.8
13/10/2017,17.6,34,0.2,47.9
14/10/2017,17.6,89,1.6,59.4
15/10/2017,18.3,63,0.1,37.1
16/10/2017,18.3,40,0.1,37.1
17/10/2017,18.8,65,0,49.7
18/10/2017,19.7,45,0.2,59.8
19/10/2017,20.6,16,0,55.8
20/10/2017,17.2,95,15.6,57.6
21/10/2017,15.7,69,0.5,51.8
22/10/2017,14.9,54,6.9,33.8
23/10/2017,16.1,27,0.8,37.8
24/10/2017,18.6,26,0,46.1
25/10/2017,20.9,82,1,41.8
26/10/2017,19.1,84,4.7,43.9
27/10/2017,18,50,1.9,56.9
28/10/2017,20.4,61,0,38.2
29/10/2017,22.8,40,0.1,44.6
30/10/2017,23.6,34,1.4,56.5
31/10/2017,15.7,53,2.3,60.1
1/11/2017,16.5,57,0,45.7
2/11/2017,17,51,0.4,41.8
3/11/2017,20.9,80,0.1,57.2
4/11/2017,15.9,96,12.2,50.4
5/11/2017,16.3,100,10.3,36
6/11/2017,18,81,33.7,64.4
7/11/2017,16.2,51,0.2,62.3
8/11/2017,16,44,1.6,45.7
9/11/2017,16.4,18,0,41.4
10/11/2017,16.9,64,0,39.6
11/11/2017,17.8,71,0,41.4
12/11/2017,17.9,12,0,40.3
13/11/2017,17.4,44,0.1,40.3
14/11/2017,18.3,55,0,45.4
15/11/2017,19.4,38,0.2,56.2
16/11/2017,20,62,1.1,55.8
17/11/2017,20.8,77,2.2,67.3
18/11/2017,20.1,99,3.1,55.4
19/11/2017,19.7,85,1.2,43.9
20/11/2017,19.3,73,1.1,39.6
